Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 D.COARL2.26.20,F8,M8,twenty six,26,DW,71.15,D,0.5,
 D.COARL2.26.21,F8,M8,twenty six,26,DW,73.23,E,0.5,
 D.COARL2.26.22,F8,M8,twenty six,26,DW,73.35,G,0.5,
 D.COARL2.26.23,F8,M8,twenty six,26,DW,72.6,G,0.5,
 D.COARL2.26.24,F8,M8,twenty six,26,DW,73.76,D,0.5,
 D.COARL2.26.25,F8,M8,twenty six,26,DW,75.54,G,0.5,
 D.COARL2.26.26,F8,M8,twenty six,26,DW,76.42,G,0.5,
 D.COARL2.26.27,F8,M8,twenty six,26,DW,75.52,G,0.5,
 D.COARL2.26.28,F8,M8,twenty six,26,DW,73.44,G,0.5,
 D.COARL2.26.29,F8,M8,twenty six,26,DW,72.22,B,0.5,
 D.COARL2.26.30,F8,M8,twenty six,26,DW,72.19,A,0.5,
 D.COARL2.27.01,F9,M6,twenty seven,27,DW,72.69,G,0.5,
 D.COARL2.27.02,F9,M6,twenty seven,27,DW,69.86,G,0.5,
 D.COARL2.27.03,F9,M6,twenty seven,27,DW,75.97,A,0.5,
 D.COARL2.27.04,F9,M6,twenty seven,27,DW,72.68,A,0.5,
 D.COARL2.27.05,F9,M6,twenty seven,27,DW,71.28,A,0.5,
 D.COARL2.27.06,F9,M6,twenty seven,27,DW,73.64,B,0.5,
 D.COARL2.27.07,F9,M6,twenty seven,27,DW,76.92,A,0.5,
 D.COARL2.27.08,F9,M6,twenty seven,27,DW,71.06,A,0.5,
 D.COARL2.27.09,F9,M6,twenty seven,27,DW,73.29,A,0.5,
 D.COARL2.27.10,F9,M6,twenty seven,27,DW,74.83,A,0.5,
 D.COARL2.27.11,F9,M6,twenty seven,27,DW,78.07,C,0.5,
 D.COARL2.27.12,F9,M6,twenty seven,27,DW,74.54,A,0.5,
 D.COARL2.27.13,F9,M6,twenty seven,27,DW,70.78,A,0.5,
 D.COARL2.27.14,F9,M6,twenty seven,27,DW,73.48,A,0.5,
 D.COARL2.27.15,F9,M6,twenty seven,27,DW,69.94,A,0.5,
 D.COARL2.27.16,F9,M6,twenty seven,27,DW,77.85,B,0.5,
 D.COARL2.27.17,F9,M6,twenty seven,27,DW,72.59,B,0.5,
 D.COARL2.27.18,F9,M6,twenty seven,27,DW,73.24,B,0.5,
 D.COARL2.27.19,F9,M6,twenty seven,27,DW,73.76,A,0.5,
 D.COARL2.27.20,F9,M6,twenty seven,27,DW,71.5,A,0.5,
 D.COARL2.27.21,F9,M6,twenty seven,27,DW,77.87,A,0.5,
 D.COARL2.27.22,F9,M6,twenty seven,27,DW,71.32,A,0.5,
 D.COARL2.27.23,F9,M6,twenty seven,27,DW,75.36,C,0.5,
 D.COARL2.27.24,F9,M6,twenty seven,27,DW,72.6,A,0.5,
 D.COARL2.27.25,F9,M6,twenty seven,27,DW,71.04,E,0.5,
 D.COARL2.27.26,F9,M6,twenty seven,27,DW,74.54,E,0.5,
 D.COARL2.27.27,F9,M6,twenty seven,27,DW,67.71,B,0.5,
 D.COARL2.27.28,F9,M6,twenty seven,27,DW,70.6,A,0.5,
 D.COARL2.27.29,F9,M6,twenty seven,27,DW,70.21,A,0.5,
 D.COARL2.27.30,F9,M6,twenty seven,27,DW,72.01,A,0.5,
 D.COARL2.29.01,F9,M8,twenty nine,29,DW,73.28,D,0.5,
 D.COARL2.29.02,F9,M8,twenty nine,29,DW,70.46,D,0.5,
 D.COARL2.29.03,F9,M8,twenty nine,29,DW,69.5,A,0.5,
 D.COARL2.29.04,F9,M8,twenty nine,29,DW,68.61,A,0.5,
 D.COARL2.29.05,F9,M8,twenty nine,29,DW,67.45,B,0.5,
 D.COARL2.29.06,F9,M8,twenty nine,29,DW,74.58,A,0.5,
 D.COARL2.29.07,F9,M8,twenty nine,29,DW,69.22,C,0.5,
 D.COARL2.29.08,F9,M8,twenty nine,29,DW,70.16,A,0.5,
 D.COARL2.29.09,F9,M8,twenty nine,29,DW,67.16,A,0.5,
 D.COARL2.29.10,F9,M8,twenty nine,29,DW,72,B,0.5,
 D.COARL2.29.11,F9,M8,twenty nine,29,DW,73.77,A,0.5,
 D.COARL2.29.12,F9,M8,twenty nine,29,DW,72.62,A,0.5,
 D.COARL2.29.13,F9,M8,twenty nine,29,DW,71.29,B,0.5,
 D.COARL2.29.14,F9,M8,twenty nine,29,DW,65.9,A,0.5,
 D.COARL2.29.15,F9,M8,twenty nine,29,DW,71.37,B,0.5,
 D.COARL2.29.16,F9,M8,twenty nine,29,DW,70.34,A,0.5,
 D.COARL2.29.17,F9,M8,twenty nine,29,DW,75.29,B,0.5,
 D.COARL2.29.18,F9,M8,twenty nine,29,DW,72.33,A,0.5,
 D.COARL2.29.19,F9,M8,twenty nine,29,DW,72.08,A,0.5,
 D.COARL2.29.20,F9,M8,twenty nine,29,DW,73.3,A,0.5,
 D.COARL2.29.21,F9,M8,twenty nine,29,DW,76.8,A,0.5,
 D.COARL2.29.22,F9,M8,twenty nine,29,DW,71.15,B,0.5,
 D.COARL2.29.23,F9,M8,twenty nine,29,DW,73.74,E,0.5,
 D.COARL2.29.24,F9,M8,twenty nine,29,DW,68.97,A,0.5,
 D.COARL2.29.25,F9,M8,twenty nine,29,DW,68.43,B,0.5,
 D.COARL2.29.26,F9,M8,twenty nine,29,DW,73.79,D,0.5,
 D.COARL2.29.27,F9,M8,twenty nine,29,DW,72.05,B,0.5,
 D.COARL2.29.28,F9,M8,twenty nine,29,DW,69.02,C,0.5,
 D.COARL2.29.29,F9,M8,twenty nine,29,DW,68.58,B,0.5,
 D.COARL2.29.30,F9,M8,twenty nine,29,DW,64.33,B,0.5,
 D.COARL2.30.01,F9,M9,thirty,30,DW,69.64,B,0.5,
 D.COARL2.30.02,F9,M9,thirty,30,DW,64.96,B,0.5,
 D.COARL2.30.03,F9,M9,thirty,30,DW,69.81,B,0.5,
 D.COARL2.30.04,F9,M9,thirty,30,DW,71.18,B,0.5,
 D.COARL2.30.05,F9,M9,thirty,30,DW,70.07,A,0.5,
 D.COARL2.30.06,F9,M9,thirty,30,DW,70.97,C,0.5,
 D.COARL2.30.07,F9,M9,thirty,30,DW,67.05,B,0.5,
 D.COARL2.30.08,F9,M9,thirty,30,DW,73.14,B,0.5,
 D.COARL2.30.09,F9,M9,thirty,30,DW,74.06,G,0.5,
 D.COARL2.30.10,F9,M9,thirty,30,DW,71.33,A,0.5,
 D.COARL2.30.11,F9,M9,thirty,30,DW,69.84,B,0.5,
 D.COARL2.30.12,F9,M9,thirty,30,DW,69.52,G,0.5,
 D.COARL2.30.13,F9,M9,thirty,30,DW,71.04,B,0.5,
 D.COARL2.30.14,F9,M9,thirty,30,DW,71.43,D,0.5,
 D.COARL2.30.15,F9,M9,thirty,30,DW,,A,0.5,
 D.COARL2.30.16,F9,M9,thirty,30,DW,,A,0.5,
 D.COARL2.30.17,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.18,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.19,F9,M9,thirty,30,DW,,B,0.5,
 D.COARL2.30.20,F9,M9,thirty,30,DW,,G,0.5,
 D.COARL2.30.21,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.22,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.23,F9,M9,thirty,30,DW,,A,0.5,
 D.COARL2.30.24,F9,M9,thirty,30,DW,,E,0.5,
 D.COARL2.30.25,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.26,F9,M9,thirty,30,DW,,E,0.5,
 D.COARL2.30.27,F9,M9,thirty,30,DW,,B,0.5,
 D.COARL2.30.28,F9,M9,thirty,30,DW,,B,0.5,
 D.COARL2.30.29,F9,M9,thirty,30,DW,,D,0.5,
 D.COARL2.30.30,F9,M9,thirty,30,DW,,A,0.5,
 D.COARL2.31.01,F10,M7,thirty one,31,DW,65.68,C,0.5,
 D.COARL2.31.02,F10,M7,thirty one,31,DW,71.57,C,0.5,
 D.COARL2.31.03,F10,M7,thirty one,31,DW,72.29,D,0.5,
 D.COARL2.31.04,F10,M7,thirty one,31,DW,68.73,C,0.5,
 D.COARL2.31.05,F10,M7,thirty one,31,DW,69.5,B,0.5,
 D.COARL2.31.06,F10,M7,thirty one,31,DW,71.15,C,0.5,
 D.COARL2.31.07,F10,M7,thirty one,31,DW,68.76,A,0.5,
 D.COARL2.31.08,F10,M7,thirty one,31,DW,60.14,A,0.5,
 D.COARL2.31.09,F10,M7,thirty one,31,DW,63.24,C,0.5,
 D.COARL2.31.10,F10,M7,thirty one,31,DW,63.24,C,0.5,
 D.COARL2.31.11,F10,M7,thirty one,31,DW,61.96,G,0.5,
 D.COARL2.31.12,F10,M7,thirty one,31,DW,62.18,C,0.5,
 D.COARL2.31.13,F10,M7,thirty one,31,DW,67.02,C,0.5,
 D.COARL2.31.14,F10,M7,thirty one,31,DW,66.68,C,0.5,
 D.COARL2.31.15,F10,M7,thirty one,31,DW,65.06,B,0.5,
 D.COARL2.31.16,F10,M7,thirty one,31,DW,66.76,C,0.5,
 D.COARL2.31.17,F10,M7,thirty one,31,DW,68.77,C,0.5,
 D.COARL2.31.18,F10,M7,thirty one,31,DW,69.47,E,0.5,
 D.COARL2.31.19,F10,M7,thirty one,31,DW,68.43,B,0.5,
 D.COARL2.31.20,F10,M7,thirty one,31,DW,61.39,A,0.5,
 D.COARL2.31.21,F10,M7,thirty one,31,DW,68.62,F,0.5,
 D.COARL2.31.22,F10,M7,thirty one,31,DW,60.35,E,0.5,
 D.COARL2.31.23,F10,M7,thirty one,31,DW,68,C,0.5,
 D.COARL2.31.24,F10,M7,thirty one,31,DW,62.08,C,0.5,
 D.COARL2.31.25,F10,M7,thirty one,31,DW,63.65,E,0.5,
 D.COARL2.31.26,F10,M7,thirty one,31,DW,72.67,C,0.5,
 D.COARL2.31.27,F10,M7,thirty one,31,DW,66.05,C,0.5,
 D.COARL2.31.28,F10,M7,thirty one,31,DW,66.75,G,0.5,
 D.COARL2.31.29,F10,M7,thirty one,31,DW,69.5,B,0.5,
 D.COARL2.31.30,F10,M7,thirty one,31,DW,72.77,B,0.5,
 D.COARL2.32.01,F10,M8,thirty two,32,DW,75.44,E,0.5,
 D.COARL2.32.02,F10,M8,thirty two,32,DW,71.07,C,0.5,
 D.COARL2.32.03,F10,M8,thirty two,32,DW,75.7,E,0.5,
 D.COARL2.32.04,F10,M8,thirty two,32,DW,76.98,B,0.5,
 D.COARL2.32.05,F10,M8,thirty two,32,DW,72.15,C,0.5,
 D.COARL2.32.06,F10,M8,thirty two,32,DW,73.79,E,0.5,
 D.COARL2.32.07,F10,M8,thirty two,32,DW,71.71,E,0.5,
 D.COARL2.32.08,F10,M8,thirty two,32,DW,70.87,D,0.5,
 D.COARL2.32.09,F10,M8,thirty two,32,DW,78.13,E,0.5,
 D.COARL2.32.10,F10,M8,thirty two,32,DW,65.47,E,0.5,
 D.COARL2.32.11,F10,M8,thirty two,32,DW,76.11,C,0.5,
 D.COARL2.32.12,F10,M8,thirty two,32,DW,75.97,E,0.5,
 D.COARL2.32.13,F10,M8,thirty two,32,DW,77.35,C,0.5,
 D.COARL2.32.14,F10,M8,thirty two,32,DW,77.63,C,0.5,
 D.COARL2.32.15,F10,M8,thirty two,32,DW,74.54,C,0.5,
 D.COARL2.32.16,F10,M8,thirty two,32,DW,69.89,E,0.5,
 D.COARL2.32.17,F10,M8,thirty two,32,DW,77.06,C,0.5,
 D.COARL2.32.18,F10,M8,thirty two,32,DW,69.5,E,0.5,
 D.COARL2.32.19,F10,M8,thirty two,32,DW,76.97,E,0.5,
 D.COARL2.32.20,F10,M8,thirty two,32,DW,74.39,G,0.5,
 D.COARL2.32.21,F10,M8,thirty two,32,DW,77.06,G,0.5,
 D.COARL2.32.22,F10,M8,thirty two,32,DW,81.25,D,0.5,
 D.COARL2.32.23,F10,M8,thirty two,32,DW,72.11,E,0.5,
 D.COARL2.32.24,F10,M8,thirty two,32,DW,77.53,G,0.5,
 D.COARL2.32.25,F10,M8,thirty two,32,DW,78.84,D,0.5,
 D.COARL2.32.26,F10,M8,thirty two,32,DW,73.74,D,0.5,
 D.COARL2.32.27,F10,M8,thirty two,32,DW,75.73,G,0.5,
 D.COARL2.32.28,F10,M8,thirty two,32,DW,76.68,E,0.5,
 D.COARL2.32.29,F10,M8,thirty two,32,DW,73.48,E,0.5,
 D.COARL2.32.30,F10,M8,thirty two,32,DW,69.96,E,0.5,
 D.COARL2.33.01,F10,M9,thirty three,33,DW,76.19,G,0.5,
 D.COARL2.33.02,F10,M9,thirty three,33,DW,76.98,G,0.5,
 D.COARL2.33.03,F10,M9,thirty three,33,DW,74.9,B,0.5,
 D.COARL2.33.04,F10,M9,thirty three,33,DW,75.56,G,0.5,
 D.COARL2.33.05,F10,M9,thirty three,33,DW,76.48,G,0.5,
 D.COARL2.33.06,F10,M9,thirty three,33,DW,68.79,E,0.5,
 D.COARL2.33.07,F10,M9,thirty three,33,DW,76.09,G,0.5,
 D.COARL2.33.08,F10,M9,thirty three,33,DW,74.96,G,0.5,
 D.COARL2.33.09,F10,M9,thirty three,33,DW,71.28,C,0.5,
 D.COARL2.33.10,F10,M9,thirty three,33,DW,72.66,E,0.5,
 D.COARL2.33.11,F10,M9,thirty three,33,DW,78.14,D,0.5,
 D.COARL2.33.12,F10,M9,thirty three,33,DW,75.47,B,0.5,
 D.COARL2.33.13,F10,M9,thirty three,33,DW,72.11,G,0.5,
 D.COARL2.33.14,F10,M9,thirty three,33,DW,77.85,A,0.5,
 D.COARL2.33.15,F10,M9,thirty three,33,DW,74.5,B,0.5,
 D.COARL2.33.16,F10,M9,thirty three,33,DW,73.04,A,0.5,
 D.COARL2.33.17,F10,M9,thirty three,33,DW,72.98,G,0.5,
 D.COARL2.33.18,F10,M9,thirty three,33,DW,74.06,D,0.5,
 D.COARL2.33.19,F10,M9,thirty three,33,DW,76.32,A,0.5,
 D.COARL2.33.20,F10,M9,thirty three,33,DW,74.14,F,0.5,
 D.COARL2.33.21,F10,M9,thirty three,33,DW,77.6,F,0.5,
 D.COARL2.33.22,F10,M9,thirty three,33,DW,73.59,D,0.5,
 D.COARL2.33.23,F10,M9,thirty three,33,DW,77.74,G,0.5,
 D.COARL2.33.24,F10,M9,thirty three,33,DW,75.52,F,0.5,
 D.COARL2.33.25,F10,M9,thirty three,33,DW,72.69,G,0.5,
 D.COARL2.33.26,F10,M9,thirty three,33,DW,71.22,G,0.5,
 D.COARL2.33.27,F10,M9,thirty three,33,DW,75.89,G,0.5,
 D.COARL2.33.28,F10,M9,thirty three,33,DW,72.94,E,0.5,
 D.COARL2.33.29,F10,M9,thirty three,33,DW,69.89,F,0.5,
 D.COARL2.33.30,F10,M9,thirty three,33,DW,75.44,G,0.5,
 D.COARL2.34.01,F10,M10,thirty four,34,DW,76.87,G,0.5,
 D.COARL2.34.02,F10,M10,thirty four,34,DW,68.11,G,0.5,
 D.COARL2.34.03,F10,M10,thirty four,34,DW,72.09,E,0.5,
 D.COARL2.34.04,F10,M10,thirty four,34,DW,70.08,E,0.5,
 D.COARL2.34.05,F10,M10,thirty four,34,DW,62.81,B,0.5,
 D.COARL2.34.06,F10,M10,thirty four,34,DW,78.76,B,0.5,
 D.COARL2.34.07,F10,M10,thirty four,34,DW,71.15,E,0.5,
 D.COARL2.34.08,F10,M10,thirty four,34,DW,69.02,C,0.5,
 D.COARL2.34.09,F10,M10,thirty four,34,DW,71.99,G,0.5,
 D.COARL2.34.10,F10,M10,thirty four,34,DW,76.1,E,0.5,
 D.COARL2.34.11,F10,M10,thirty four,34,DW,74.55,E,0.5,
 D.COARL2.34.12,F10,M10,thirty four,34,DW,74.55,E,0.5,
 D.COARL2.34.13,F10,M10,thirty four,34,DW,74.58,C,0.5,
 D.COARL2.34.14,F10,M10,thirty four,34,DW,67.5,E,0.5,
 D.COARL2.34.15,F10,M10,thirty four,34,DW,69.11,E,0.5,
 D.COARL2.34.16,F10,M10,thirty four,34,DW,70.45,D,0.5,
 D.COARL2.34.17,F10,M10,thirty four,34,DW,70.34,C,0.5,
 D.COARL2.34.18,F10,M10,thirty four,34,DW,69.9,B,0.5,
 D.COARL2.34.19,F10,M10,thirty four,34,DW,74.37,B,0.5,
 D.COARL2.34.20,F10,M10,thirty four,34,DW,67.12,E,0.5,
 D.COARL2.34.21,F10,M10,thirty four,34,DW,73.62,B,0.5,
 D.COARL2.34.22,F10,M10,thirty four,34,DW,70.74,G,0.5,
 D.COARL2.34.23,F10,M10,thirty four,34,DW,68.68,B,0.5,
 D.COARL2.34.24,F10,M10,thirty four,34,DW,72.93,B,0.5,
 D.COARL2.34.25,F10,M10,thirty four,34,DW,68.97,E,0.5,
 D.COARL2.34.26,F10,M10,thirty four,34,DW,69.19,E,0.5,
 D.COARL2.34.27,F10,M10,thirty four,34,DW,73.89,E,0.5,
 D.COARL2.34.28,F10,M10,thirty four,34,DW,74.46,G,0.5,
 D.COARL2.34.29,F10,M10,thirty four,34,DW,69.68,B,0.5,
 D.COARL2.34.30,F10,M10,thirty four,34,DW,68.89,B,0.5,
 D.COARL2.35.01,F11,M8,thirty five,35,DW,57.58,A,0.5,
 D.COARL2.35.02,F11,M8,thirty five,35,DW,68.61,A,0.5,
 D.COARL2.35.03,F11,M8,thirty five,35,DW,68.9,B,0.5,
 D.COARL2.35.04,F11,M8,thirty five,35,DW,63.14,C,0.5,
 D.COARL2.35.05,F11,M8,thirty five,35,DW,66.72,C,0.5,
 D.COARL2.35.06,F11,M8,thirty five,35,DW,74.51,A,0.5,
 D.COARL2.35.07,F11,M8,thirty five,35,DW,72.32,A,0.5,
 D.COARL2.35.08,F11,M8,thirty five,35,DW,65.96,C,0.5,
 D.COARL2.35.09,F11,M8,thirty five,35,DW,62.72,C,0.5,
 D.COARL2.35.10,F11,M8,thirty five,35,DW,67.97,A,0.5,
 D.COARL2.35.11,F11,M8,thirty five,35,DW,72.41,A,0.5,
 D.COARL2.35.12,F11,M8,thirty five,35,DW,69.07,A,0.5,
 D.COARL2.35.13,F11,M8,thirty five,35,DW,66.46,E,0.5,
 D.COARL2.35.14,F11,M8,thirty five,35,DW,68.24,C,0.5,
 D.COARL2.35.15,F11,M8,thirty five,35,DW,64.36,C,0.5,
 D.COARL2.35.16,F11,M8,thirty five,35,DW,75.7,A,0.5,
 D.COARL2.35.17,F11,M8,thirty five,35,DW,72.96,C,0.5,
 D.COARL2.35.18,F11,M8,thirty five,35,DW,71.98,C,0.5,
 D.COARL2.35.19,F11,M8,thirty five,35,DW,66.14,C,0.5,
 D.COARL2.35.20,F11,M8,thirty five,35,DW,66.14,C,0.5,
 D.COARL2.35.21,F11,M8,thirty five,35,DW,69.02,A,0.5,
 D.COARL2.35.22,F11,M8,thirty five,35,DW,72.33,A,0.5,
 D.COARL2.35.23,F11,M8,thirty five,35,DW,70.45,A,0.5,
 D.COARL2.35.24,F11,M8,thirty five,35,DW,72.17,A,0.5,
 D.COARL2.35.25,F11,M8,thirty five,35,DW,67.82,C,0.5,
 D.COARL2.35.26,F11,M8,thirty five,35,DW,72.96,F,0.5,
 D.COARL2.35.27,F11,M8,thirty five,35,DW,69.65,D,0.5,
 D.COARL2.35.28,F11,M8,thirty five,35,DW,72.1,E,0.5,
 D.COARL2.35.29,F11,M8,thirty five,35,DW,63.53,C,0.5,
 D.COARL2.35.30,F11,M8,thirty five,35,DW,65.52,C,0.5,
 D.COARL2.36.01,F11,M9,thirty six,36,DW,65.12,C,0.5,
 D.COARL2.36.02,F11,M9,thirty six,36,DW,72.9,A,0.5,
 D.COARL2.36.03,F11,M9,thirty six,36,DW,68.32,A,0.5,
 D.COARL2.36.04,F11,M9,thirty six,36,DW,66.06,B,0.5,
 D.COARL2.36.05,F11,M9,thirty six,36,DW,64.82,B,0.5,
 D.COARL2.36.06,F11,M9,thirty six,36,DW,64.02,C,0.5,
 D.COARL2.36.07,F11,M9,thirty six,36,DW,64.39,A,0.5,
 D.COARL2.36.08,F11,M9,thirty six,36,DW,71.48,A,0.5,
 D.COARL2.36.09,F11,M9,thirty six,36,DW,64.69,A,0.5,
 D.COARL2.36.10,F11,M9,thirty six,36,DW,66.72,A,0.5,
 D.COARL2.36.11,F11,M9,thirty six,36,DW,63.48,A,0.5,
 D.COARL2.36.12,F11,M9,thirty six,36,DW,68.89,A,0.5,
 D.COARL2.36.13,F11,M9,thirty six,36,DW,66.8,A,0.5,
 D.COARL2.36.14,F11,M9,thirty six,36,DW,65.92,A,0.5,
 D.COARL2.36.15,F11,M9,thirty six,36,DW,61.51,B,0.5,
 D.COARL2.36.16,F11,M9,thirty six,36,DW,65.97,D,0.5,
 D.COARL2.36.17,F11,M9,thirty six,36,DW,72.98,A,0.5,
 D.COARL2.36.18,F11,M9,thirty six,36,DW,72.58,A,0.5,
 D.COARL2.36.19,F11,M9,thirty six,36,DW,69,C,0.5,
 D.COARL2.36.20,F11,M9,thirty six,36,DW,69.51,B,0.5,
 D.COARL2.36.21,F11,M9,thirty six,36,DW,63.48,C,0.5,
 D.COARL2.36.22,F11,M9,thirty six,36,DW,61.26,C,0.5,
 D.COARL2.36.23,F11,M9,thirty six,36,DW,70.77,B,0.5,
 D.COARL2.36.24,F11,M9,thirty six,36,DW,67.37,C,0.5,
 D.COARL2.36.25,F11,M9,thirty six,36,DW,71.56,B,0.5,
 D.COARL2.36.26,F11,M9,thirty six,36,DW,66.8,B,0.5,
 D.COARL2.36.27,F11,M9,thirty six,36,DW,67.37,C,0.5,
 D.COARL2.36.28,F11,M9,thirty six,36,DW,68.59,C,0.5,
 D.COARL2.36.29,F11,M9,thirty six,36,DW,66.67,A,0.5,
 D.COARL2.36.30,F11,M9,thirty six,36,DW,66.89,A,0.5,
 D.COARL2.37.01,F11,M10,thirty seven,37,DW,73.48,E,0.5,
 D.COARL2.37.02,F11,M10,thirty seven,37,DW,65.56,D,0.5,
 D.COARL2.37.03,F11,M10,thirty seven,37,DW,80.06,A,0.5,
 D.COARL2.37.04,F11,M10,thirty seven,37,DW,75.9,G,0.5,
 D.COARL2.37.05,F11,M10,thirty seven,37,DW,71.22,C,0.5,
 D.COARL2.37.06,F11,M10,thirty seven,37,DW,76.95,D,0.5,
 D.COARL2.37.07,F11,M10,thirty seven,37,DW,77.91,A,0.5,
 D.COARL2.37.08,F11,M10,thirty seven,37,DW,70.48,F,0.5,
 D.COARL2.37.09,F11,M10,thirty seven,37,DW,72.24,A,0.5,
 D.COARL2.37.10,F11,M10,thirty seven,37,DW,77.74,A,0.5,
 D.COARL2.37.11,F11,M10,thirty seven,37,DW,64.17,D,0.5,
 D.COARL2.37.12,F11,M10,thirty seven,37,DW,76.27,G,0.5,
 D.COARL2.37.13,F11,M10,thirty seven,37,DW,74.37,G,0.5,
 D.COARL2.37.14,F11,M10,thirty seven,37,DW,75.47,A,0.5,
 D.COARL2.37.15,F11,M10,thirty seven,37,DW,64.96,D,0.5,
 D.COARL2.37.16,F11,M10,thirty seven,37,DW,68.8,G,0.5,
 D.COARL2.37.17,F11,M10,thirty seven,37,DW,71.48,G,0.5,
 D.COARL2.37.18,F11,M10,thirty seven,37,DW,73.43,G,0.5,
 D.COARL2.37.19,F11,M10,thirty seven,37,DW,72.15,G,0.5,
 D.COARL2.37.20,F11,M10,thirty seven,37,DW,74.33,G,0.5,
 D.COARL2.37.21,F11,M10,thirty seven,37,DW,76.93,G,0.5,
 D.COARL2.37.22,F11,M10,thirty seven,37,DW,72.77,D,0.5,
 D.COARL2.37.23,F11,M10,thirty seven,37,DW,77.66,G,0.5,
 D.COARL2.37.24,F11,M10,thirty seven,37,DW,68.94,C,0.5,
 D.COARL2.37.25,F11,M10,thirty seven,37,DW,74.44,G,0.5,
 D.COARL2.37.26,F11,M10,thirty seven,37,DW,70.46,G,0.5,
 D.COARL2.37.27,F11,M10,thirty seven,37,DW,72.98,F,0.5,
 D.COARL2.37.28,F11,M10,thirty seven,37,DW,69.45,G,0.5,
 D.COARL2.37.29,F11,M10,thirty seven,37,DW,65.46,C,0.5,
 D.COARL2.37.30,F11,M10,thirty seven,37,DW,80.99,A,0.5,
 D.COARL2.38.01,F11,M11,thirty eight,38,DW,73.73,G,0.5,
 D.COARL2.38.02,F11,M11,thirty eight,38,DW,72.08,E,0.5,
 D.COARL2.38.03,F11,M11,thirty eight,38,DW,68.61,A,0.5,
 D.COARL2.38.04,F11,M11,thirty eight,38,DW,66.57,B,0.5,
 D.COARL2.38.05,F11,M11,thirty eight,38,DW,70.18,B,0.5,
 D.COARL2.38.06,F11,M11,thirty eight,38,DW,72.24,B,0.5,
 D.COARL2.38.07,F11,M11,thirty eight,38,DW,70.95,E,0.5,
 D.COARL2.38.08,F11,M11,thirty eight,38,DW,72.3,B,0.5,
 D.COARL2.38.09,F11,M11,thirty eight,38,DW,69.81,E,0.5,
 D.COARL2.38.10,F11,M11,thirty eight,38,DW,73.59,G,0.5,
 D.COARL2.38.11,F11,M11,thirty eight,38,DW,70.34,G,0.5,
 D.COARL2.38.12,F11,M11,thirty eight,38,DW,73.72,E,0.5,
 D.COARL2.38.13,F11,M11,thirty eight,38,DW,73.39,A,0.5,
 D.COARL2.38.14,F11,M11,thirty eight,38,DW,76.08,E,0.5,
 D.COARL2.38.15,F11,M11,thirty eight,38,DW,73.33,B,0.5,
 D.COARL2.38.16,F11,M11,thirty eight,38,DW,77.72,A,0.5,
 D.COARL2.38.17,F11,M11,thirty eight,38,DW,68.97,A,0.5,
 D.COARL2.38.18,F11,M11,thirty eight,38,DW,77.63,C,0.5,
 D.COARL2.38.19,F11,M11,thirty eight,38,DW,77.95,B,0.5,
 D.COARL2.38.20,F11,M11,thirty eight,38,DW,71.29,A,0.5,
 D.COARL2.38.21,F11,M11,thirty eight,38,DW,67.06,E,0.5,
 D.COARL2.38.22,F11,M11,thirty eight,38,DW,76.3,B,0.5,
 D.COARL2.38.23,F11,M11,thirty eight,38,DW,70.04,A,0.5,
 D.COARL2.38.24,F11,M11,thirty eight,38,DW,74.24,A,0.5,
 D.COARL2.38.25,F11,M11,thirty eight,38,DW,69.48,A,0.5,
 D.COARL2.38.26,F11,M11,thirty eight,38,DW,73.4,A,0.5,
 D.COARL2.38.27,F11,M11,thirty eight,38,DW,71.06,A,0.5,
 D.COARL2.38.28,F11,M11,thirty eight,38,DW,73.23,A,0.5,
 D.COARL2.38.29,F11,M11,thirty eight,38,DW,73.14,E,0.5,
 D.COARL2.38.30,F11,M11,thirty eight,38,DW,71.58,A,0.5,
 D.COARL2.39.01,F12,M9,thirty nine,39,DW,75.45,B,0.5,
 D.COARL2.39.02,F12,M9,thirty nine,39,DW,66.19,E,0.5,
 D.COARL2.39.03,F12,M9,thirty nine,39,DW,67.38,A,0.5,
 D.COARL2.39.04,F12,M9,thirty nine,39,DW,72.12,A,0.5,
 D.COARL2.39.05,F12,M9,thirty nine,39,DW,68.12,A,0.5,
 D.COARL2.39.06,F12,M9,thirty nine,39,DW,68.97,E,0.5,
 D.COARL2.39.07,F12,M9,thirty nine,39,DW,69.04,B,0.5,
 D.COARL2.39.08,F12,M9,thirty nine,39,DW,69.18,G,0.5,
 D.COARL2.39.09,F12,M9,thirty nine,39,DW,70.95,B,0.5,
 D.COARL2.39.10,F12,M9,thirty nine,39,DW,69.46,B,0.5,
 D.COARL2.39.11,F12,M9,thirty nine,39,DW,72.95,G,0.5,
 D.COARL2.39.12,F12,M9,thirty nine,39,DW,68.75,B,0.5,
 D.COARL2.39.13,F12,M9,thirty nine,39,DW,71.5,B,0.5,
 D.COARL2.39.14,F12,M9,thirty nine,39,DW,66.05,A,0.5,
 D.COARL2.39.15,F12,M9,thirty nine,39,DW,69.09,A,0.5,
