Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 D.COARL2.95.02,F2,M24,ninety five,95,DW,77.6,G,0.5,
 D.COARL2.95.03,F2,M24,ninety five,95,DW,77.26,E,0.5,
 D.COARL2.95.04,F2,M24,ninety five,95,DW,76.99,E,0.5,
 D.COARL2.95.05,F2,M24,ninety five,95,DW,73.43,B,0.5,
 D.COARL2.95.06,F2,M24,ninety five,95,DW,73.23,E,0.5,
 D.COARL2.95.07,F2,M24,ninety five,95,DW,75.93,B,0.5,
 D.COARL2.95.08,F2,M24,ninety five,95,DW,76.28,S,0.5,
 D.COARL2.95.09,F2,M24,ninety five,95,DW,73,D,0.5,
 D.COARL2.95.10,F2,M24,ninety five,95,DW,74.74,B,0.5,
 D.COARL2.95.11,F2,M24,ninety five,95,DW,75.48,B,0.5,
 D.COARL2.95.12,F2,M24,ninety five,95,DW,72.15,G,0.5,
 D.COARL2.95.13,F2,M24,ninety five,95,DW,69.25,B,0.5,
 D.COARL2.95.14,F2,M24,ninety five,95,DW,76.39,B,0.5,
 D.COARL2.95.15,F2,M24,ninety five,95,DW,80.24,G,0.5,
 D.COARL2.95.16,F2,M24,ninety five,95,DW,76.84,B,0.5,
 D.COARL2.95.17,F2,M24,ninety five,95,DW,77.35,B,0.5,
 D.COARL2.95.18,F2,M24,ninety five,95,DW,77.45,A,0.5,
 D.COARL2.95.19,F2,M24,ninety five,95,DW,76.23,E,0.5,
 D.COARL2.95.20,F2,M24,ninety five,95,DW,73.3,A,0.5,
 D.COARL2.95.21,F2,M24,ninety five,95,DW,72.93,G,0.5,
 D.COARL2.95.22,F2,M24,ninety five,95,DW,75.15,A,0.5,
 D.COARL2.95.23,F2,M24,ninety five,95,DW,76.38,E,0.5,
 D.COARL2.95.24,F2,M24,ninety five,95,DW,75.05,E,0.5,
 D.COARL2.95.25,F2,M24,ninety five,95,DW,79.39,B,0.5,
 D.COARL2.95.26,F2,M24,ninety five,95,DW,74.78,A,0.5,
 D.COARL2.95.27,F2,M24,ninety five,95,DW,72.34,B,0.5,
 D.COARL2.95.28,F2,M24,ninety five,95,DW,75.94,G,0.5,
 D.COARL2.95.29,F2,M24,ninety five,95,DW,78.3,E,0.5,
 D.COARL2.95.30,F2,M24,ninety five,95,DW,71.52,E,0.5,
 D.COARL2.96.01,F3,M24,ninety six,96,DW,75.94,C,0.5,
 D.COARL2.96.02,F3,M24,ninety six,96,DW,73.76,C,0.5,
 D.COARL2.96.03,F3,M24,ninety six,96,DW,69.05,C,0.5,
 D.COARL2.96.04,F3,M24,ninety six,96,DW,63.87,E,0.5,
 D.COARL2.96.05,F3,M24,ninety six,96,DW,75.9,C,0.5,
 D.COARL2.96.06,F3,M24,ninety six,96,DW,73.33,G,0.5,
 D.COARL2.96.07,F3,M24,ninety six,96,DW,71.25,C,0.5,
 D.COARL2.96.08,F3,M24,ninety six,96,DW,74.86,E,0.5,
 D.COARL2.96.09,F3,M24,ninety six,96,DW,76.52,C,0.5,
 D.COARL2.96.10,F3,M24,ninety six,96,DW,71.95,C,0.5,
 D.COARL2.96.11,F3,M24,ninety six,96,DW,77.6,D,0.5,
 D.COARL2.96.12,F3,M24,ninety six,96,DW,72.99,C,0.5,
 D.COARL2.96.13,F3,M24,ninety six,96,DW,75.31,C,0.5,
 D.COARL2.96.14,F3,M24,ninety six,96,DW,74.54,D,0.5,
 D.COARL2.96.15,F3,M24,ninety six,96,DW,69.11,D,0.5,
 D.COARL2.96.16,F3,M24,ninety six,96,DW,72.31,C,0.5,
 D.COARL2.96.17,F3,M24,ninety six,96,DW,69.2,C,0.5,
 D.COARL2.96.18,F3,M24,ninety six,96,DW,67.07,C,0.5,
 D.COARL2.96.19,F3,M24,ninety six,96,DW,68.61,C,0.5,
 D.COARL2.96.20,F3,M24,ninety six,96,DW,74.79,E,0.5,
 D.COARL2.96.21,F3,M24,ninety six,96,DW,73.74,C,0.5,
 D.COARL2.96.22,F3,M24,ninety six,96,DW,77.22,E,0.5,
 D.COARL2.96.23,F3,M24,ninety six,96,DW,68.61,C,0.5,
 D.COARL2.96.24,F3,M24,ninety six,96,DW,71.44,C,0.5,
 D.COARL2.96.25,F3,M24,ninety six,96,DW,73.23,C,0.5,
 D.COARL2.96.26,F3,M24,ninety six,96,DW,62.72,C,0.5,
 D.COARL2.96.27,F3,M24,ninety six,96,DW,72.44,F,0.5,
 D.COARL2.96.28,F3,M24,ninety six,96,DW,63.98,F,0.5,
 D.COARL2.96.29,F3,M24,ninety six,96,DW,69.96,C,0.5,
 D.COARL2.96.30,F3,M24,ninety six,96,DW,72.42,E,0.5,
 D.COARL2.97.01,F1,M25,ninety seven,97,DW,73.26,D,0.5,
 D.COARL2.97.02,F1,M25,ninety seven,97,DW,66.98,B,0.5,
 D.COARL2.97.03,F1,M25,ninety seven,97,DW,75.09,E,0.5,
 D.COARL2.97.04,F1,M25,ninety seven,97,DW,74.39,B,0.5,
 D.COARL2.97.05,F1,M25,ninety seven,97,DW,77.18,A,0.5,
 D.COARL2.97.06,F1,M25,ninety seven,97,DW,76.61,D,0.5,
 D.COARL2.97.07,F1,M25,ninety seven,97,DW,71,E,0.5,
 D.COARL2.97.08,F1,M25,ninety seven,97,DW,74.16,C,0.5,
 D.COARL2.97.09,F1,M25,ninety seven,97,DW,76.26,B,0.5,
 D.COARL2.97.10,F1,M25,ninety seven,97,DW,72.94,G,0.5,
 D.COARL2.97.11,F1,M25,ninety seven,97,DW,74.9,E,0.5,
 D.COARL2.97.12,F1,M25,ninety seven,97,DW,67.37,D,0.5,
 D.COARL2.97.13,F1,M25,ninety seven,97,DW,71.15,B,0.5,
 D.COARL2.97.14,F1,M25,ninety seven,97,DW,70.18,C,0.5,
 D.COARL2.97.15,F1,M25,ninety seven,97,DW,77.83,B,0.5,
 D.COARL2.97.16,F1,M25,ninety seven,97,DW,77.75,G,0.5,
 D.COARL2.97.17,F1,M25,ninety seven,97,DW,74.42,E,0.5,
 D.COARL2.97.18,F1,M25,ninety seven,97,DW,72.93,B,0.5,
 D.COARL2.97.19,F1,M25,ninety seven,97,DW,,E,0.5,
 D.COARL2.97.20,F1,M25,ninety seven,97,DW,,D,0.5,
 D.COARL2.97.21,F1,M25,ninety seven,97,DW,,C,0.5,
 D.COARL2.97.22,F1,M25,ninety seven,97,DW,,B,0.5,
 D.COARL2.97.23,F1,M25,ninety seven,97,DW,,A,0.5,
 D.COARL2.97.24,F1,M25,ninety seven,97,DW,,E,0.5,
 D.COARL2.97.25,F1,M25,ninety seven,97,DW,,D,0.5,
 D.COARL2.97.26,F1,M25,ninety seven,97,DW,,D,0.5,
 D.COARL2.97.27,F1,M25,ninety seven,97,DW,,C,0.5,
 D.COARL2.97.28,F1,M25,ninety seven,97,DW,,,0.5,
 D.COARL2.97.29,F1,M25,ninety seven,97,DW,,,0.5,
 D.COARL2.97.30,F1,M25,ninety seven,97,DW,,,0.5,
 D.COARL2.98.01,F2,M25,ninety eight,98,DW,72.72,G,0.5,
 D.COARL2.98.02,F2,M25,ninety eight,98,DW,77.85,A,0.5,
 D.COARL2.98.03,F2,M25,ninety eight,98,DW,70.45,A,0.5,
 D.COARL2.98.04,F2,M25,ninety eight,98,DW,65.14,D,0.5,
 D.COARL2.98.05,F2,M25,ninety eight,98,DW,77.97,A,0.5,
 D.COARL2.98.06,F2,M25,ninety eight,98,DW,71.01,D,0.5,
 D.COARL2.98.07,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.08,F2,M25,ninety eight,98,DW,75.7,A,0.5,
 D.COARL2.98.09,F2,M25,ninety eight,98,DW,74.29,A,0.5,
 D.COARL2.98.10,F2,M25,ninety eight,98,DW,78.3,A,0.5,
 D.COARL2.98.11,F2,M25,ninety eight,98,DW,73.26,D,0.5,
 D.COARL2.98.12,F2,M25,ninety eight,98,DW,76.09,G,0.5,
 D.COARL2.98.13,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.14,F2,M25,ninety eight,98,DW,,G,0.5,
 D.COARL2.98.15,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.16,F2,M25,ninety eight,98,DW,,G,0.5,
 D.COARL2.98.17,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.18,F2,M25,ninety eight,98,DW,,G,0.5,
 D.COARL2.98.19,F2,M25,ninety eight,98,DW,,D,0.5,
 D.COARL2.98.20,F2,M25,ninety eight,98,DW,,G,0.5,
 D.COARL2.98.21,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.22,F2,M25,ninety eight,98,DW,,D,0.5,
 D.COARL2.98.23,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.24,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.25,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.26,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.27,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.28,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.29,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.98.30,F2,M25,ninety eight,98,DW,,A,0.5,
 D.COARL2.99.01,F2,M26,ninety nine,99,DW,69.32,G,0.5,
 D.COARL2.99.02,F2,M26,ninety nine,99,DW,73.56,D,0.5,
 D.COARL2.99.03,F2,M26,ninety nine,99,DW,76.98,B,0.5,
 D.COARL2.99.04,F2,M26,ninety nine,99,DW,68.77,E,0.5,
 D.COARL2.99.05,F2,M26,ninety nine,99,DW,71.18,D,0.5,
 D.COARL2.99.06,F2,M26,ninety nine,99,DW,75.38,D,0.5,
 D.COARL2.99.07,F2,M26,ninety nine,99,DW,73.33,E,0.5,
 D.COARL2.99.08,F2,M26,ninety nine,99,DW,75.52,G,0.5,
 D.COARL2.99.09,F2,M26,ninety nine,99,DW,70.97,C,0.5,
 D.COARL2.99.10,F2,M26,ninety nine,99,DW,69.47,C,0.5,
 D.COARL2.99.11,F2,M26,ninety nine,99,DW,71.54,E,0.5,
 D.COARL2.99.12,F2,M26,ninety nine,99,DW,74.76,D,0.5,
 D.COARL2.99.13,F2,M26,ninety nine,99,DW,73.24,G,0.5,
 D.COARL2.99.14,F2,M26,ninety nine,99,DW,77.99,A,0.5,
 D.COARL2.99.15,F2,M26,ninety nine,99,DW,71.95,G,0.5,
 D.COARL2.99.16,F2,M26,ninety nine,99,DW,70.97,E,0.5,
 D.COARL2.99.17,F2,M26,ninety nine,99,DW,75.93,D,0.5,
 D.COARL2.99.18,F2,M26,ninety nine,99,DW,69.47,E,0.5,
 D.COARL2.99.19,F2,M26,ninety nine,99,DW,71.32,G,0.5,
 D.COARL2.99.20,F2,M26,ninety nine,99,DW,74.77,G,0.5,
 D.COARL2.99.21,F2,M26,ninety nine,99,DW,75.16,F,0.5,
 D.COARL2.99.22,F2,M26,ninety nine,99,DW,71.28,A,0.5,
 D.COARL2.99.23,F2,M26,ninety nine,99,DW,74.44,C,0.5,
 D.COARL2.99.24,F2,M26,ninety nine,99,DW,75.99,E,0.5,
 D.COARL2.99.25,F2,M26,ninety nine,99,DW,76.23,C,0.5,
 D.COARL2.99.26,F2,M26,ninety nine,99,DW,74.92,C,0.5,
 D.COARL2.99.27,F2,M26,ninety nine,99,DW,75.87,G,0.5,
 D.COARL2.99.28,F2,M26,ninety nine,99,DW,72.32,E,0.5,
 D.COARL2.99.29,F2,M26,ninety nine,99,DW,75.02,E,0.5,
 D.COARL2.99.30,F2,M26,ninety nine,99,DW,71.9,C,0.5,
 D.COARL2.100.01,F3,M25,one hundred,100,DW,71.71,A,0.5,
 D.COARL2.100.02,F3,M25,one hundred,100,DW,71.26,D,0.5,
 D.COARL2.100.03,F3,M25,one hundred,100,DW,73.45,G,0.5,
 D.COARL2.100.04,F3,M25,one hundred,100,DW,75.93,D,0.5,
 D.COARL2.100.05,F3,M25,one hundred,100,DW,73.47,B,0.5,
 D.COARL2.100.06,F3,M25,one hundred,100,DW,,B,0.5,
 D.COARL2.100.07,F3,M25,one hundred,100,DW,,G,0.5,
 D.COARL2.100.08,F3,M25,one hundred,100,DW,,B,0.5,
 D.COARL2.100.09,F3,M25,one hundred,100,DW,,E,0.5,
 D.COARL2.100.10,F3,M25,one hundred,100,DW,,E,0.5,
 D.COARL2.100.11,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.12,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.13,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.14,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.15,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.16,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.17,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.18,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.19,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.20,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.21,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.22,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.23,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.24,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.25,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.26,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.27,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.28,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.29,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.100.30,F3,M25,one hundred,100,DW,,,0.5,
 D.COARL2.101.01,F3,M26,one hundred one,101,DW,68.54,B,0.5,
 D.COARL2.101.02,F3,M26,one hundred one,101,DW,73.76,E,0.5,
 D.COARL2.101.03,F3,M26,one hundred one,101,DW,73.51,G,0.5,
 D.COARL2.101.04,F3,M26,one hundred one,101,DW,70.01,C,0.5,
 D.COARL2.101.05,F3,M26,one hundred one,101,DW,72.12,D,0.5,
 D.COARL2.101.06,F3,M26,one hundred one,101,DW,71.11,G,0.5,
 D.COARL2.101.07,F3,M26,one hundred one,101,DW,69.31,D,0.5,
 D.COARL2.101.08,F3,M26,one hundred one,101,DW,70.22,D,0.5,
 D.COARL2.101.09,F3,M26,one hundred one,101,DW,71.82,D,0.5,
 D.COARL2.101.10,F3,M26,one hundred one,101,DW,71.45,C,0.5,
 D.COARL2.101.11,F3,M26,one hundred one,101,DW,67.51,C,0.5,
 D.COARL2.101.12,F3,M26,one hundred one,101,DW,72.33,E,0.5,
 D.COARL2.101.13,F3,M26,one hundred one,101,DW,71.64,E,0.5,
 D.COARL2.101.14,F3,M26,one hundred one,101,DW,69.82,C,0.5,
 D.COARL2.101.15,F3,M26,one hundred one,101,DW,77.63,E,0.5,
 D.COARL2.101.16,F3,M26,one hundred one,101,DW,70.51,E,0.5,
 D.COARL2.101.17,F3,M26,one hundred one,101,DW,70.54,D,0.5,
 D.COARL2.101.18,F3,M26,one hundred one,101,DW,65.23,D,0.5,
 D.COARL2.101.19,F3,M26,one hundred one,101,DW,68.63,G,0.5,
 D.COARL2.101.20,F3,M26,one hundred one,101,DW,73.27,D,0.5,
 D.COARL2.101.21,F3,M26,one hundred one,101,DW,67.71,G,0.5,
 D.COARL2.101.22,F3,M26,one hundred one,101,DW,75.17,E,0.5,
 D.COARL2.101.23,F3,M26,one hundred one,101,DW,74.86,E,0.5,
 D.COARL2.101.24,F3,M26,one hundred one,101,DW,72.63,G,0.5,
 D.COARL2.101.25,F3,M26,one hundred one,101,DW,74.92,D,0.5,
 D.COARL2.101.26,F3,M26,one hundred one,101,DW,72.98,D,0.5,
 D.COARL2.101.27,F3,M26,one hundred one,101,DW,73.27,G,0.5,
 D.COARL2.101.28,F3,M26,one hundred one,101,DW,73.56,D,0.5,
 D.COARL2.101.29,F3,M26,one hundred one,101,DW,69.31,G,0.5,
 D.COARL2.101.30,F3,M26,one hundred one,101,DW,76.86,E,0.5,
 D.COARL2.102.01,F3,M27,one hundred two,102,DW,68.09,E,0.5,
 D.COARL2.102.02,F3,M27,one hundred two,102,DW,67.09,C,0.5,
 D.COARL2.102.03,F3,M27,one hundred two,102,DW,69.84,B,0.5,
 D.COARL2.102.04,F3,M27,one hundred two,102,DW,61.17,C,0.5,
 D.COARL2.102.05,F3,M27,one hundred two,102,DW,66.33,A,0.5,
 D.COARL2.102.06,F3,M27,one hundred two,102,DW,62.02,B,0.5,
 D.COARL2.102.07,F3,M27,one hundred two,102,DW,66.81,G,0.5,
 D.COARL2.102.08,F3,M27,one hundred two,102,DW,70.99,A,0.5,
 D.COARL2.102.09,F3,M27,one hundred two,102,DW,63.16,C,0.5,
 D.COARL2.102.10,F3,M27,one hundred two,102,DW,63.93,B,0.5,
 D.COARL2.102.11,F3,M27,one hundred two,102,DW,69.12,D,0.5,
 D.COARL2.102.12,F3,M27,one hundred two,102,DW,69.23,E,0.5,
 D.COARL2.102.13,F3,M27,one hundred two,102,DW,65.85,E,0.5,
 D.COARL2.102.14,F3,M27,one hundred two,102,DW,69.91,C,0.5,
 D.COARL2.102.15,F3,M27,one hundred two,102,DW,68.85,E,0.5,
 D.COARL2.102.16,F3,M27,one hundred two,102,DW,69.12,E,0.5,
 D.COARL2.102.17,F3,M27,one hundred two,102,DW,69.56,A,0.5,
 D.COARL2.102.18,F3,M27,one hundred two,102,DW,58.42,E,0.5,
 D.COARL2.102.19,F3,M27,one hundred two,102,DW,69.09,C,0.5,
 D.COARL2.102.20,F3,M27,one hundred two,102,DW,67.95,E,0.5,
 D.COARL2.102.21,F3,M27,one hundred two,102,DW,63.82,A,0.5,
 D.COARL2.102.22,F3,M27,one hundred two,102,DW,69.08,E,0.5,
 D.COARL2.102.23,F3,M27,one hundred two,102,DW,70.46,D,0.5,
 D.COARL2.102.24,F3,M27,one hundred two,102,DW,73.16,C,0.5,
 D.COARL2.102.25,F3,M27,one hundred two,102,DW,64.78,E,0.5,
 D.COARL2.102.26,F3,M27,one hundred two,102,DW,69.8,C,0.5,
 D.COARL2.102.27,F3,M27,one hundred two,102,DW,68.62,E,0.5,
 D.COARL2.102.28,F3,M27,one hundred two,102,DW,65.74,E,0.5,
 D.COARL2.102.29,F3,M27,one hundred two,102,DW,65.42,G,0.5,
 D.COARL2.102.30,F3,M27,one hundred two,102,DW,68.23,E,0.5,
 D.COARL2.103.01,F4,M25,one hundred three,103,DW,67.65,A,0.5,
 D.COARL2.103.02,F4,M25,one hundred three,103,DW,67.24,C,0.5,
 D.COARL2.103.03,F4,M25,one hundred three,103,DW,66.57,C,0.5,
 D.COARL2.103.04,F4,M25,one hundred three,103,DW,67,A,0.5,
 D.COARL2.103.05,F4,M25,one hundred three,103,DW,70.65,A,0.5,
 D.COARL2.103.06,F4,M25,one hundred three,103,DW,73.32,A,0.5,
 D.COARL2.103.07,F4,M25,one hundred three,103,DW,67.7,B,0.5,
 D.COARL2.103.08,F4,M25,one hundred three,103,DW,73.88,A,0.5,
 D.COARL2.103.09,F4,M25,one hundred three,103,DW,74.38,A,0.5,
 D.COARL2.103.10,F4,M25,one hundred three,103,DW,59.59,A,0.5,
 D.COARL2.103.11,F4,M25,one hundred three,103,DW,70.17,A,0.5,
 D.COARL2.103.12,F4,M25,one hundred three,103,DW,70.59,C,0.5,
 D.COARL2.103.13,F4,M25,one hundred three,103,DW,61.89,C,0.5,
 D.COARL2.103.14,F4,M25,one hundred three,103,DW,69.24,C,0.5,
 D.COARL2.103.15,F4,M25,one hundred three,103,DW,,C,0.5,
 D.COARL2.103.16,F4,M25,one hundred three,103,DW,,C,0.5,
 D.COARL2.103.17,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.18,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.19,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.20,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.21,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.22,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.23,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.24,F4,M25,one hundred three,103,DW,,C,0.5,
 D.COARL2.103.25,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.26,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.27,F4,M25,one hundred three,103,DW,,B,0.5,
 D.COARL2.103.28,F4,M25,one hundred three,103,DW,,C,0.5,
 D.COARL2.103.29,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.103.30,F4,M25,one hundred three,103,DW,,A,0.5,
 D.COARL2.104.01,F4,M26,one hundred four,104,DW,75.2,A,0.5,
 D.COARL2.104.02,F4,M26,one hundred four,104,DW,66.05,E,0.5,
 D.COARL2.104.03,F4,M26,one hundred four,104,DW,70.04,B,0.5,
 D.COARL2.104.04,F4,M26,one hundred four,104,DW,72.45,D,0.5,
 D.COARL2.104.05,F4,M26,one hundred four,104,DW,74.54,G,0.5,
 D.COARL2.104.06,F4,M26,one hundred four,104,DW,68.34,B,0.5,
 D.COARL2.104.07,F4,M26,one hundred four,104,DW,78.45,A,0.5,
 D.COARL2.104.08,F4,M26,one hundred four,104,DW,73.32,E,0.5,
 D.COARL2.104.09,F4,M26,one hundred four,104,DW,74.42,B,0.5,
 D.COARL2.104.10,F4,M26,one hundred four,104,DW,76.6,E,0.5,
 D.COARL2.104.11,F4,M26,one hundred four,104,DW,71.73,A,0.5,
 D.COARL2.104.12,F4,M26,one hundred four,104,DW,74.39,A,0.5,
 D.COARL2.104.13,F4,M26,one hundred four,104,DW,72.77,E,0.5,
 D.COARL2.104.14,F4,M26,one hundred four,104,DW,74.99,G,0.5,
 D.COARL2.104.15,F4,M26,one hundred four,104,DW,73.14,B,0.5,
 D.COARL2.104.16,F4,M26,one hundred four,104,DW,74.42,D,0.5,
 D.COARL2.104.17,F4,M26,one hundred four,104,DW,67.96,A,0.5,
 D.COARL2.104.18,F4,M26,one hundred four,104,DW,72.76,C,0.5,
 D.COARL2.104.19,F4,M26,one hundred four,104,DW,74.55,B,0.5,
 D.COARL2.104.20,F4,M26,one hundred four,104,DW,76.83,B,0.5,
 D.COARL2.104.21,F4,M26,one hundred four,104,DW,76.98,E,0.5,
 D.COARL2.104.22,F4,M26,one hundred four,104,DW,72.42,A,0.5,
 D.COARL2.104.23,F4,M26,one hundred four,104,DW,74.14,A,0.5,
 D.COARL2.104.24,F4,M26,one hundred four,104,DW,70.59,G,0.5,
 D.COARL2.104.25,F4,M26,one hundred four,104,DW,71.91,G,0.5,
 D.COARL2.104.26,F4,M26,one hundred four,104,DW,73.89,B,0.5,
 D.COARL2.104.27,F4,M26,one hundred four,104,DW,75.87,A,0.5,
 D.COARL2.104.28,F4,M26,one hundred four,104,DW,71.59,B,0.5,
 D.COARL2.104.29,F4,M26,one hundred four,104,DW,73.72,A,0.5,
 D.COARL2.104.30,F4,M26,one hundred four,104,DW,73.22,C,0.5,
 D.COARL2.105.01,F4,M27,one hundred five,105,DW,70.52,F,0.5,
 D.COARL2.105.02,F4,M27,one hundred five,105,DW,68.97,E,0.5,
 D.COARL2.105.03,F4,M27,one hundred five,105,DW,73.87,D,0.5,
 D.COARL2.105.04,F4,M27,one hundred five,105,DW,71.09,G,0.5,
 D.COARL2.105.05,F4,M27,one hundred five,105,DW,73.72,E,0.5,
 D.COARL2.105.06,F4,M27,one hundred five,105,DW,67.02,D,0.5,
 D.COARL2.105.07,F4,M27,one hundred five,105,DW,70.95,E,0.5,
 D.COARL2.105.08,F4,M27,one hundred five,105,DW,67.9,D,0.5,
 D.COARL2.105.09,F4,M27,one hundred five,105,DW,76.41,A,0.5,
 D.COARL2.105.10,F4,M27,one hundred five,105,DW,72.77,D,0.5,
 D.COARL2.105.11,F4,M27,one hundred five,105,DW,68,A,0.5,
 D.COARL2.105.12,F4,M27,one hundred five,105,DW,69.93,E,0.5,
 D.COARL2.105.13,F4,M27,one hundred five,105,DW,70.87,D,0.5,
 D.COARL2.105.14,F4,M27,one hundred five,105,DW,68.47,E,0.5,
 D.COARL2.105.15,F4,M27,one hundred five,105,DW,70.6,F,0.5,
 D.COARL2.105.16,F4,M27,one hundred five,105,DW,68.11,B,0.5,
 D.COARL2.105.17,F4,M27,one hundred five,105,DW,74.42,E,0.5,
 D.COARL2.105.18,F4,M27,one hundred five,105,DW,70.59,E,0.5,
 D.COARL2.105.19,F4,M27,one hundred five,105,DW,71.62,E,0.5,
 D.COARL2.105.20,F4,M27,one hundred five,105,DW,73.47,C,0.5,
 D.COARL2.105.21,F4,M27,one hundred five,105,DW,66.54,E,0.5,
 D.COARL2.105.22,F4,M27,one hundred five,105,DW,70.84,C,0.5,
 D.COARL2.105.23,F4,M27,one hundred five,105,DW,66.45,B,0.5,
 D.COARL2.105.24,F4,M27,one hundred five,105,DW,71.15,E,0.5,
 D.COARL2.105.25,F4,M27,one hundred five,105,DW,74.83,C,0.5,
 D.COARL2.105.26,F4,M27,one hundred five,105,DW,70.04,A,0.5,
 D.COARL2.105.27,F4,M27,one hundred five,105,DW,70.46,C,0.5,
 D.COARL2.105.28,F4,M27,one hundred five,105,DW,63.55,E,0.5,
 D.COARL2.105.29,F4,M27,one hundred five,105,DW,71.45,C,0.5,
 D.COARL2.105.30,F4,M27,one hundred five,105,DW,72.42,C,0.5,
 D.COARL2.106.01,F4,M28,one hundred six,106,DW,68.53,G,0.5,
 D.COARL2.106.02,F4,M28,one hundred six,106,DW,68.66,C,0.5,
 D.COARL2.106.03,F4,M28,one hundred six,106,DW,74.79,G,0.5,
 D.COARL2.106.04,F4,M28,one hundred six,106,DW,75.63,C,0.5,
 D.COARL2.106.05,F4,M28,one hundred six,106,DW,72.42,C,0.5,
 D.COARL2.106.06,F4,M28,one hundred six,106,DW,73.51,C,0.5,
 D.COARL2.106.07,F4,M28,one hundred six,106,DW,71.2,C,0.5,
 D.COARL2.106.08,F4,M28,one hundred six,106,DW,65.94,C,0.5,
 D.COARL2.106.09,F4,M28,one hundred six,106,DW,75.52,G,0.5,
 D.COARL2.106.10,F4,M28,one hundred six,106,DW,74.76,C,0.5,
 D.COARL2.106.11,F4,M28,one hundred six,106,DW,73.33,C,0.5,
 D.COARL2.106.12,F4,M28,one hundred six,106,DW,74.99,C,0.5,
 D.COARL2.106.13,F4,M28,one hundred six,106,DW,73.45,D,0.5,
 D.COARL2.106.14,F4,M28,one hundred six,106,DW,74.07,C,0.5,
 D.COARL2.106.15,F4,M28,one hundred six,106,DW,63.66,C,0.5,
 D.COARL2.106.16,F4,M28,one hundred six,106,DW,72.42,C,0.5,
 D.COARL2.106.17,F4,M28,one hundred six,106,DW,66.9,C,0.5,
 D.COARL2.106.18,F4,M28,one hundred six,106,DW,69.47,G,0.5,
 D.COARL2.106.19,F4,M28,one hundred six,106,DW,70.22,G,0.5,
 D.COARL2.106.20,F4,M28,one hundred six,106,DW,70.25,C,0.5,
 D.COARL2.106.21,F4,M28,one hundred six,106,DW,69.91,C,0.5,
 D.COARL2.106.22,F4,M28,one hundred six,106,DW,68.26,C,0.5,
 D.COARL2.106.23,F4,M28,one hundred six,106,DW,73.76,C,0.5,
 D.COARL2.106.24,F4,M28,one hundred six,106,DW,67.82,C,0.5,
 D.COARL2.106.25,F4,M28,one hundred six,106,DW,72.09,C,0.5,
 D.COARL2.106.26,F4,M28,one hundred six,106,DW,71.37,C,0.5,
 D.COARL2.106.27,F4,M28,one hundred six,106,DW,67.54,E,0.5,
 D.COARL2.106.28,F4,M28,one hundred six,106,DW,62.05,B,0.5,
